id,label
ivo://asu.cas.cz/stel/ccd700/a201403100044,3
ivo://asu.cas.cz/stel/ccd700/mi140012,0
ivo://asu.cas.cz/stel/ccd700/a201510010025,0
ivo://asu.cas.cz/stel/ccd700/pg210012,2
ivo://asu.cas.cz/stel/ccd700/a201312290023,1
ivo://asu.cas.cz/stel/ccd700/a201307080032,3
ivo://asu.cas.cz/stel/ccd700/oi010003,1
ivo://asu.cas.cz/stel/ccd700/uj060008,0
ivo://asu.cas.cz/stel/ccd700/uj220039b,1
ivo://asu.cas.cz/stel/ccd700/tg260012,0
ivo://asu.cas.cz/stel/ccd700/si010026,1
ivo://asu.cas.cz/stel/ccd700/a201502260022,0
ivo://asu.cas.cz/stel/ccd700/tg020043,0
ivo://asu.cas.cz/stel/ccd700/td290016,1
ivo://asu.cas.cz/stel/ccd700/mi180084,0
ivo://asu.cas.cz/stel/ccd700/a201403130054,0
ivo://asu.cas.cz/stel/ccd700/qj160036,0
ivo://asu.cas.cz/stel/ccd700/pk230022,1
ivo://asu.cas.cz/stel/ccd700/a201403120039,3
ivo://asu.cas.cz/stel/ccd700/wb060046,0
ivo://asu.cas.cz/stel/ccd700/ul140007,1
ivo://asu.cas.cz/stel/ccd700/tc190039,1
ivo://asu.cas.cz/stel/ccd700/tc240044,3
ivo://asu.cas.cz/stel/ccd700/rj120013,0
ivo://asu.cas.cz/stel/ccd700/a201508070040,0
ivo://asu.cas.cz/stel/ccd700/a201403130077,0
ivo://asu.cas.cz/stel/ccd700/a201407230041,1
ivo://asu.cas.cz/stel/ccd700/re010015,0
ivo://asu.cas.cz/stel/ccd700/rf220006,0
ivo://asu.cas.cz/stel/ccd700/rj080025,1
ivo://asu.cas.cz/stel/ccd700/qa160015,0
ivo://asu.cas.cz/stel/ccd700/a201404070043,1
ivo://asu.cas.cz/stel/ccd700/a201407030034,1
ivo://asu.cas.cz/stel/ccd700/a201404020033,1
ivo://asu.cas.cz/stel/ccd700/pa110051,1
ivo://asu.cas.cz/stel/ccd700/kl090037,1
ivo://asu.cas.cz/stel/ccd700/a201404130014,1
ivo://asu.cas.cz/stel/ccd700/of280009,3
ivo://asu.cas.cz/stel/ccd700/tj140011,1
ivo://asu.cas.cz/stel/ccd700/ug060028,0
ivo://asu.cas.cz/stel/ccd700/mi070012,0
ivo://asu.cas.cz/stel/ccd700/sh180036,0
ivo://asu.cas.cz/stel/ccd700/a201407010011,1
ivo://asu.cas.cz/stel/ccd700/mk090024,0
ivo://asu.cas.cz/stel/ccd700/pj080065,0
ivo://asu.cas.cz/stel/ccd700/ug110011,0
ivo://asu.cas.cz/stel/ccd700/a201404020013,0
ivo://asu.cas.cz/stel/ccd700/ui250020,3
ivo://asu.cas.cz/stel/ccd700/sh300022a,1
ivo://asu.cas.cz/stel/ccd700/rh170020,0
ivo://asu.cas.cz/stel/ccd700/a201507020035,0
ivo://asu.cas.cz/stel/ccd700/a201404020028,1
ivo://asu.cas.cz/stel/ccd700/pg020009,3
ivo://asu.cas.cz/stel/ccd700/sh180032,0
ivo://asu.cas.cz/stel/ccd700/qg060022,1
ivo://asu.cas.cz/stel/ccd700/pe040024,0
ivo://asu.cas.cz/stel/ccd700/rh060030,1
ivo://asu.cas.cz/stel/ccd700/a201308080037,3
ivo://asu.cas.cz/stel/ccd700/uc290035,3
ivo://asu.cas.cz/stel/ccd700/tf040007,3
ivo://asu.cas.cz/stel/ccd700/mg200041,0
ivo://asu.cas.cz/stel/ccd700/vi180012,0
ivo://asu.cas.cz/stel/ccd700/rd260054,1
ivo://asu.cas.cz/stel/ccd700/tg120013,3
ivo://asu.cas.cz/stel/ccd700/la220012,0
ivo://asu.cas.cz/stel/ccd700/sl260007,1
ivo://asu.cas.cz/stel/ccd700/a201503080027,1
ivo://asu.cas.cz/stel/ccd700/vd010013,0
ivo://asu.cas.cz/stel/ccd700/a201510020073,0
ivo://asu.cas.cz/stel/ccd700/sh200018,0
ivo://asu.cas.cz/stel/ccd700/a201308100010,0
ivo://asu.cas.cz/stel/ccd700/a201403200049,0
ivo://asu.cas.cz/stel/ccd700/re250030,0
ivo://asu.cas.cz/stel/ccd700/a201505020011,3
ivo://asu.cas.cz/stel/ccd700/a201408210016,1
ivo://asu.cas.cz/stel/ccd700/ne040008,3
ivo://asu.cas.cz/stel/ccd700/vk140012,3
ivo://asu.cas.cz/stel/ccd700/oj080060b,1
ivo://asu.cas.cz/stel/ccd700/ue110027,0
ivo://asu.cas.cz/stel/ccd700/th090014,0
ivo://asu.cas.cz/stel/ccd700/ph170015,3
ivo://asu.cas.cz/stel/ccd700/a201309010015,2
ivo://asu.cas.cz/stel/ccd700/a201403130026,0
ivo://asu.cas.cz/stel/ccd700/tj090049,0
ivo://asu.cas.cz/stel/ccd700/tj270024,1
ivo://asu.cas.cz/stel/ccd700/ue050010,0
ivo://asu.cas.cz/stel/ccd700/a201511220022,1
ivo://asu.cas.cz/stel/ccd700/a201505180021,1
ivo://asu.cas.cz/stel/ccd700/uc090042,1
ivo://asu.cas.cz/stel/ccd700/a201408060028,0
ivo://asu.cas.cz/stel/ccd700/rf280043,0
ivo://asu.cas.cz/stel/ccd700/sh230047,2
ivo://asu.cas.cz/stel/ccd700/a201510050020,0
ivo://asu.cas.cz/stel/ccd700/mg160009,1
ivo://asu.cas.cz/stel/ccd700/qg160011,0
ivo://asu.cas.cz/stel/ccd700/a201506040041,0
ivo://asu.cas.cz/stel/ccd700/sg210003,1
ivo://asu.cas.cz/stel/ccd700/a201403130031,0
ivo://asu.cas.cz/stel/ccd700/mi170057,0
ivo://asu.cas.cz/stel/ccd700/a201507020014,0
ivo://asu.cas.cz/stel/ccd700/uc270028,3
ivo://asu.cas.cz/stel/ccd700/td230043,1
ivo://asu.cas.cz/stel/ccd700/sd020015,3
ivo://asu.cas.cz/stel/ccd700/tj260012,1
ivo://asu.cas.cz/stel/ccd700/pi120037,1
ivo://asu.cas.cz/stel/ccd700/vk090013,1
ivo://asu.cas.cz/stel/ccd700/qi160033,1
ivo://asu.cas.cz/stel/ccd700/tj140033,0
ivo://asu.cas.cz/stel/ccd700/si090020,1
ivo://asu.cas.cz/stel/ccd700/wd170031,1
ivo://asu.cas.cz/stel/ccd700/tc090058,1
ivo://asu.cas.cz/stel/ccd700/a201402090025,0
ivo://asu.cas.cz/stel/ccd700/ti120027,1
ivo://asu.cas.cz/stel/ccd700/tg150058,3
ivo://asu.cas.cz/stel/ccd700/a201308100035,0
ivo://asu.cas.cz/stel/ccd700/a201409090009,1
ivo://asu.cas.cz/stel/ccd700/nd110051,1
ivo://asu.cas.cz/stel/ccd700/pi120010,0
ivo://asu.cas.cz/stel/ccd700/nd290020,0
ivo://asu.cas.cz/stel/ccd700/vb050041,1
ivo://asu.cas.cz/stel/ccd700/ri270046,1
ivo://asu.cas.cz/stel/ccd700/tg030013,1
ivo://asu.cas.cz/stel/ccd700/nh220014,1
ivo://asu.cas.cz/stel/ccd700/oj190013,0
ivo://asu.cas.cz/stel/ccd700/oh310038,0
ivo://asu.cas.cz/stel/ccd700/a201503180045,1
ivo://asu.cas.cz/stel/ccd700/pb010026,1
ivo://asu.cas.cz/stel/ccd700/oj140035,0
ivo://asu.cas.cz/stel/ccd700/a201403130107,1
ivo://asu.cas.cz/stel/ccd700/td080012,3
ivo://asu.cas.cz/stel/ccd700/nh110029,0
ivo://asu.cas.cz/stel/ccd700/vj020021,1
ivo://asu.cas.cz/stel/ccd700/md240035,0
ivo://asu.cas.cz/stel/ccd700/a201403090083,1
ivo://asu.cas.cz/stel/ccd700/ri080010,0
ivo://asu.cas.cz/stel/ccd700/oj110020,0
ivo://asu.cas.cz/stel/ccd700/a201308110022,0
ivo://asu.cas.cz/stel/ccd700/a201509210020,1
ivo://asu.cas.cz/stel/ccd700/vi140039,1
ivo://asu.cas.cz/stel/ccd700/oc210034,0
ivo://asu.cas.cz/stel/ccd700/tf050004,0
ivo://asu.cas.cz/stel/ccd700/a201404070044,1
ivo://asu.cas.cz/stel/ccd700/md240036,0
ivo://asu.cas.cz/stel/ccd700/a201407060074,1
ivo://asu.cas.cz/stel/ccd700/nd120030,1
ivo://asu.cas.cz/stel/ccd700/sd140034,1
ivo://asu.cas.cz/stel/ccd700/sh160015,1
ivo://asu.cas.cz/stel/ccd700/sc240010,1
ivo://asu.cas.cz/stel/ccd700/a201402200069,1
ivo://asu.cas.cz/stel/ccd700/uj160050,0
ivo://asu.cas.cz/stel/ccd700/nd010028,0
ivo://asu.cas.cz/stel/ccd700/la280066,1
ivo://asu.cas.cz/stel/ccd700/a201402060032,2
ivo://asu.cas.cz/stel/ccd700/qh120011,3
ivo://asu.cas.cz/stel/ccd700/mc310016,1
ivo://asu.cas.cz/stel/ccd700/a201512060082,0
ivo://asu.cas.cz/stel/ccd700/ui150016,1
ivo://asu.cas.cz/stel/ccd700/a201402170016,0
ivo://asu.cas.cz/stel/ccd700/md140045,0
ivo://asu.cas.cz/stel/ccd700/a201404300024,3
ivo://asu.cas.cz/stel/ccd700/sg030012,0
ivo://asu.cas.cz/stel/ccd700/a201407060016,1
ivo://asu.cas.cz/stel/ccd700/a201408280023,0
ivo://asu.cas.cz/stel/ccd700/rf230039,3
ivo://asu.cas.cz/stel/ccd700/a201407060034,1
ivo://asu.cas.cz/stel/ccd700/th040018,1
ivo://asu.cas.cz/stel/ccd700/a201403090093,0
ivo://asu.cas.cz/stel/ccd700/wd250039,1
ivo://asu.cas.cz/stel/ccd700/vh230040,3
ivo://asu.cas.cz/stel/ccd700/qf240022,1
ivo://asu.cas.cz/stel/ccd700/mh220022,3
ivo://asu.cas.cz/stel/ccd700/rc110018,1
ivo://asu.cas.cz/stel/ccd700/a201506250011,0
ivo://asu.cas.cz/stel/ccd700/a201508040013,0
ivo://asu.cas.cz/stel/ccd700/vc060033,1
ivo://asu.cas.cz/stel/ccd700/qa070036,0
ivo://asu.cas.cz/stel/ccd700/a201402240006,0
ivo://asu.cas.cz/stel/ccd700/qh140007,1
ivo://asu.cas.cz/stel/ccd700/mh200020,0
ivo://asu.cas.cz/stel/ccd700/ml180023,0
ivo://asu.cas.cz/stel/ccd700/na050029,1
ivo://asu.cas.cz/stel/ccd700/vc210028,0
ivo://asu.cas.cz/stel/ccd700/a201308120017,0
ivo://asu.cas.cz/stel/ccd700/si090022,1
ivo://asu.cas.cz/stel/ccd700/sd070027,1
ivo://asu.cas.cz/stel/ccd700/td260014,1
ivo://asu.cas.cz/stel/ccd700/pg050053,0
ivo://asu.cas.cz/stel/ccd700/ud180038,0
ivo://asu.cas.cz/stel/ccd700/uh020034,3
ivo://asu.cas.cz/stel/ccd700/a201404060027,1
ivo://asu.cas.cz/stel/ccd700/a201307200044,0
ivo://asu.cas.cz/stel/ccd700/va270011,1
ivo://asu.cas.cz/stel/ccd700/vh170050,0
ivo://asu.cas.cz/stel/ccd700/a201402060054,1
ivo://asu.cas.cz/stel/ccd700/vb120012,1
ivo://asu.cas.cz/stel/ccd700/qc060021,3
ivo://asu.cas.cz/stel/ccd700/nh240013,3
ivo://asu.cas.cz/stel/ccd700/sd140025,1
ivo://asu.cas.cz/stel/ccd700/rg300022,1
ivo://asu.cas.cz/stel/ccd700/a201403140083,1
ivo://asu.cas.cz/stel/ccd700/oi190039,0
ivo://asu.cas.cz/stel/ccd700/vc200021,0
ivo://asu.cas.cz/stel/ccd700/oj270027,1
ivo://asu.cas.cz/stel/ccd700/sg050030,1
ivo://asu.cas.cz/stel/ccd700/qd220022,1
ivo://asu.cas.cz/stel/ccd700/td070009,0
ivo://asu.cas.cz/stel/ccd700/rg270034,1
ivo://asu.cas.cz/stel/ccd700/pg270020,0
ivo://asu.cas.cz/stel/ccd700/vb180016,1
ivo://asu.cas.cz/stel/ccd700/pi260027,3
ivo://asu.cas.cz/stel/ccd700/a201506240015,0
ivo://asu.cas.cz/stel/ccd700/qc160019a,1
ivo://asu.cas.cz/stel/ccd700/a201310300054,1
ivo://asu.cas.cz/stel/ccd700/vc050015,1
ivo://asu.cas.cz/stel/ccd700/a201307220043,0
ivo://asu.cas.cz/stel/ccd700/mi260007,0
ivo://asu.cas.cz/stel/ccd700/qi130014,2
ivo://asu.cas.cz/stel/ccd700/a201403130042,0
ivo://asu.cas.cz/stel/ccd700/th210042,0
ivo://asu.cas.cz/stel/ccd700/rc300022,1
ivo://asu.cas.cz/stel/ccd700/ni020029,0
ivo://asu.cas.cz/stel/ccd700/rd260039,1
ivo://asu.cas.cz/stel/ccd700/a201403300052,2
ivo://asu.cas.cz/stel/ccd700/ti050007,0
ivo://asu.cas.cz/stel/ccd700/uj170024,0
ivo://asu.cas.cz/stel/ccd700/si250016,0
ivo://asu.cas.cz/stel/ccd700/pe240012,1
ivo://asu.cas.cz/stel/ccd700/sh290029,1
ivo://asu.cas.cz/stel/ccd700/a201404020025,1
ivo://asu.cas.cz/stel/ccd700/lb010012,1
ivo://asu.cas.cz/stel/ccd700/a201403140091,1
ivo://asu.cas.cz/stel/ccd700/vi080074,0
ivo://asu.cas.cz/stel/ccd700/ul090039,0
ivo://asu.cas.cz/stel/ccd700/a201507100023,1
ivo://asu.cas.cz/stel/ccd700/td020023,0
ivo://asu.cas.cz/stel/ccd700/a201402220019,1
ivo://asu.cas.cz/stel/ccd700/rh030019,1
ivo://asu.cas.cz/stel/ccd700/uk120079,1
ivo://asu.cas.cz/stel/ccd700/oj140026,1
ivo://asu.cas.cz/stel/ccd700/a201508300044,1
ivo://asu.cas.cz/stel/ccd700/a201307210026,0
ivo://asu.cas.cz/stel/ccd700/we050048,0
ivo://asu.cas.cz/stel/ccd700/na220023,0
ivo://asu.cas.cz/stel/ccd700/qj160018,3
ivo://asu.cas.cz/stel/ccd700/th200038,1
ivo://asu.cas.cz/stel/ccd700/vc220020,1
ivo://asu.cas.cz/stel/ccd700/ug230031,1
ivo://asu.cas.cz/stel/ccd700/oe240018,0
ivo://asu.cas.cz/stel/ccd700/qc280028,0
ivo://asu.cas.cz/stel/ccd700/a201403100099,1
ivo://asu.cas.cz/stel/ccd700/wc150013,1
ivo://asu.cas.cz/stel/ccd700/uc190044,0
ivo://asu.cas.cz/stel/ccd700/a201407060060,1
ivo://asu.cas.cz/stel/ccd700/a201504210040,2
ivo://asu.cas.cz/stel/ccd700/tg060010,0
ivo://asu.cas.cz/stel/ccd700/a201403290020,3
ivo://asu.cas.cz/stel/ccd700/a201510030041,0
ivo://asu.cas.cz/stel/ccd700/ri090073,1
ivo://asu.cas.cz/stel/ccd700/qi300064,0
ivo://asu.cas.cz/stel/ccd700/a201306180027,0
ivo://asu.cas.cz/stel/ccd700/ti060041,1
ivo://asu.cas.cz/stel/ccd700/tc190014,1
ivo://asu.cas.cz/stel/ccd700/a201406210019,1
ivo://asu.cas.cz/stel/ccd700/og170040,3
ivo://asu.cas.cz/stel/ccd700/a201510020064,0
ivo://asu.cas.cz/stel/ccd700/vh270021,0
ivo://asu.cas.cz/stel/ccd700/td050016,3
ivo://asu.cas.cz/stel/ccd700/a201407060052,1
ivo://asu.cas.cz/stel/ccd700/oj260033,1
ivo://asu.cas.cz/stel/ccd700/pj200020,1
ivo://asu.cas.cz/stel/ccd700/tj100048,0
ivo://asu.cas.cz/stel/ccd700/qa140071,0
ivo://asu.cas.cz/stel/ccd700/a201601080030,0
ivo://asu.cas.cz/stel/ccd700/rc290017,0
ivo://asu.cas.cz/stel/ccd700/a201307190028,0
ivo://asu.cas.cz/stel/ccd700/rc100019,3
ivo://asu.cas.cz/stel/ccd700/ti210016,1
ivo://asu.cas.cz/stel/ccd700/rh230043,0
ivo://asu.cas.cz/stel/ccd700/od210045,1
ivo://asu.cas.cz/stel/ccd700/oj080022,1
ivo://asu.cas.cz/stel/ccd700/qa140031,0
ivo://asu.cas.cz/stel/ccd700/a201503170014,2
ivo://asu.cas.cz/stel/ccd700/rd270012,1
ivo://asu.cas.cz/stel/ccd700/of180017,1
ivo://asu.cas.cz/stel/ccd700/a201407220025,0
ivo://asu.cas.cz/stel/ccd700/ti110013,0
ivo://asu.cas.cz/stel/ccd700/re250017,1
ivo://asu.cas.cz/stel/ccd700/sh190030,1
ivo://asu.cas.cz/stel/ccd700/pg260017,3
ivo://asu.cas.cz/stel/ccd700/ti230021,1
ivo://asu.cas.cz/stel/ccd700/a201308030034,0
ivo://asu.cas.cz/stel/ccd700/uj220041,3
ivo://asu.cas.cz/stel/ccd700/ul050021,1
ivo://asu.cas.cz/stel/ccd700/a201404050011,1
ivo://asu.cas.cz/stel/ccd700/a201310130042,0
ivo://asu.cas.cz/stel/ccd700/a201307010047,1
ivo://asu.cas.cz/stel/ccd700/vk140019,0
ivo://asu.cas.cz/stel/ccd700/a201403100046,3
ivo://asu.cas.cz/stel/ccd700/a201409180025,3
ivo://asu.cas.cz/stel/ccd700/md160014,1
ivo://asu.cas.cz/stel/ccd700/ml070011,0
ivo://asu.cas.cz/stel/ccd700/tj270030,1
ivo://asu.cas.cz/stel/ccd700/qc120009,3
ivo://asu.cas.cz/stel/ccd700/a201308160054,0
ivo://asu.cas.cz/stel/ccd700/sg290016,1
ivo://asu.cas.cz/stel/ccd700/a201403130067,0
ivo://asu.cas.cz/stel/ccd700/a201506060046,0
ivo://asu.cas.cz/stel/ccd700/a201404070018,1
ivo://asu.cas.cz/stel/ccd700/a201512030039,0
ivo://asu.cas.cz/stel/ccd700/sc210024,1
ivo://asu.cas.cz/stel/ccd700/a201401080044,3
ivo://asu.cas.cz/stel/ccd700/a201407130027,1
ivo://asu.cas.cz/stel/ccd700/a201507020019,0
ivo://asu.cas.cz/stel/ccd700/a201403120041,3
ivo://asu.cas.cz/stel/ccd700/a201507310022,0
